Date,Open,High,Low,Close,Adj Close,Volume
Jan 17 2023,10.00,10.05,9.90,10.00,10.00,46626799
Jan 16 2023,10.10,10.15,9.95,10.00,10.00,46621802
Jan 13 2023,10.00,10.10,9.85,10.05,10.05,64749356
Jan 12 2023,10.15,10.20,9.90,10.00,10.00,75308002
Jan 11 2023,10.15,10.30,10.05,10.10,10.10,58400770
Jan 10 2023,10.25,10.25,9.95,10.05,10.05,70863324
Jan 9 2023,10.35,10.55,10.20,10.20,10.20,88848012
Jan 6 2023,10.35,10.40,10.05,10.20,10.20,114171473
Jan 5 2023,10.55,10.60,10.05,10.25,10.25,142768735
Jan 4 2023,10.75,10.80,10.30,10.40,10.40,113590256
Jan 3 2023,10.75,11.00,10.60,10.75,10.75,126373567
Jan 2 2023,10.70,10.80,10.40,10.70,10.70,115707231
Dec 30 2022,10.25,11.00,10.15,10.60,10.60,251001496
Dec 29 2022,10.00,10.25,9.80,10.15,10.15,90408089
Dec 28 2022,10.20,10.35,9.90,10.05,10.05,119193235
Dec 27 2022,10.15,10.40,9.90,10.20,10.20,137402727
Dec 26 2022,9.00,10.00,9.00,9.80,9.80,270444702
Dec 23 2022,9.75,9.80,8.90,9.00,9.00,263244568
Dec 22 2022,10.40,10.65,9.55,9.95,9.95,377648968
Dec 21 2022,11.65,11.80,9.90,10.20,10.20,395402337
Dec 20 2022,11.75,12.15,11.20,11.50,11.50,425797132
Dec 19 2022,10.85,11.90,10.85,11.65,11.65,638219867
Dec 16 2022,11.00,11.20,10.40,10.75,10.75,254892146
Dec 15 2022,10.80,11.25,10.65,10.95,10.95,476242220
Dec 14 2022,10.20,11.00,10.10,10.90,10.90,336400273
Dec 13 2022,10.35,10.45,10.05,10.10,10.10,143072413
Dec 12 2022,9.30,10.35,9.25,10.25,10.25,278382339
Dec 9 2022,9.85,9.90,9.25,9.30,9.30,137661963
Dec 8 2022,9.90,10.00,9.70,9.80,9.80,96070967
Dec 7 2022,10.25,10.40,9.80,9.85,9.85,193786549
Dec 6 2022,10.05,10.50,9.95,10.20,10.20,241805841
Dec 5 2022,9.55,10.40,9.50,10.00,10.00,439811540
Dec 2 2022,9.10,9.50,8.85,9.45,9.45,179074652
Dec 1 2022,9.40,9.50,9.00,9.05,9.05,107156713
Nov 30 2022,8.80,9.35,8.75,9.25,9.25,226695872
Nov 29 2022,8.90,9.20,8.70,8.75,8.75,146846252
Nov 28 2022,8.60,9.00,8.50,8.80,8.80,202678872
Nov 25 2022,7.90,8.60,7.85,8.45,8.45,228974026
Nov 24 2022,7.95,8.00,7.85,7.90,7.90,21746462
Nov 23 2022,8.05,8.10,7.80,7.90,7.90,104163765
Nov 22 2022,8.10,8.10,7.95,8.00,8.00,27053295
Nov 21 2022,8.10,8.15,8.00,8.05,8.05,42965379
Nov 18 2022,8.05,8.15,8.00,8.10,8.10,34159447
Nov 17 2022,8.15,8.15,7.90,8.00,8.00,39721127
Nov 16 2022,8.20,8.25,8.00,8.10,8.10,58373865
Nov 15 2022,8.25,8.30,8.10,8.20,8.20,38977758
Nov 14 2022,8.30,8.35,8.20,8.25,8.25,44831594
Nov 11 2022,8.50,8.55,8.20,8.20,8.20,68794518
Nov 10 2022,8.25,8.40,8.15,8.30,8.30,53029082
Nov 9 2022,8.30,8.35,8.15,8.25,8.25,64888811
Nov 7 2022,8.20,8.45,8.05,8.15,8.15,101774826
Nov 4 2022,8.10,8.25,8.05,8.15,8.15,50647381
Nov 3 2022,8.00,8.20,7.95,8.05,8.05,30598842
Nov 2 2022,8.20,8.25,7.95,8.00,8.00,53878867
Nov 1 2022,8.05,8.60,7.95,8.20,8.20,133421528
Oct 31 2022,8.05,8.05,7.70,7.95,7.95,55869752
Oct 28 2022,8.20,8.25,8.00,8.10,8.10,36746894
Oct 27 2022,8.50,8.60,8.00,8.15,8.15,84184771
Oct 25 2022,8.80,8.80,8.35,8.40,8.40,56177096
Oct 24 2022,8.85,9.00,8.55,8.80,8.80,39087707
Oct 21 2022,8.95,9.15,8.55,8.65,8.65,93358438
Oct 20 2022,9.30,9.60,8.10,8.90,8.90,597335268
Oct 19 2022,7.85,9.30,7.80,9.25,9.25,612128665
Oct 18 2022,7.65,7.90,7.55,7.75,7.75,198163274
Oct 17 2022,6.80,7.60,6.75,7.45,7.45,249793767
Oct 14 2022,7.00,7.00,6.65,6.70,6.70,96966089
Oct 13 2022,6.95,6.95,6.60,6.80,6.80,164628722
Oct 12 2022,7.25,7.40,6.90,6.95,6.95,151580915
Oct 11 2022,7.60,7.65,7.05,7.10,7.10,144401518
Oct 10 2022,7.60,7.95,7.50,7.65,7.65,87610748
Oct 7 2022,7.75,7.85,7.60,7.65,7.65,106914627
Oct 6 2022,8.00,8.00,7.55,7.65,7.65,129179117
Oct 4 2022,8.20,8.25,7.80,7.90,7.90,100371486
Oct 3 2022,7.60,8.25,7.50,7.90,7.90,207028703
Sep 30 2022,7.80,8.13,7.76,7.99,7.99,117467047
Sep 29 2022,7.67,7.90,7.58,7.76,7.76,168618876
Sep 28 2022,7.53,7.67,7.30,7.44,7.44,133905406
Sep 27 2022,7.99,8.31,7.58,7.67,7.67,227777132
Sep 26 2022,8.22,8.22,7.48,7.85,7.85,174216484
Sep 23 2022,8.95,9.09,8.26,8.36,8.36,152366222
Sep 22 2022,7.80,9.04,7.80,8.81,8.81,354117790
Sep 21 2022,7.62,8.08,7.58,7.85,7.85,59601138
Sep 20 2022,8.08,8.17,7.90,7.94,7.94,62987214
Sep 19 2022,8.40,8.45,7.99,8.13,8.13,65411328
Sep 16 2022,8.45,8.49,8.13,8.31,8.31,86488172
Sep 15 2022,8.49,8.63,8.26,8.40,8.40,75829786
Sep 14 2022,8.49,8.68,8.36,8.40,8.40,106893780
Sep 13 2022,9.09,9.14,8.72,8.77,8.77,81187706
Sep 12 2022,8.91,9.18,8.81,9.04,9.04,77543358
Sep 9 2022,9.41,9.46,8.77,8.81,8.81,123079646
Sep 8 2022,9.78,9.92,9.18,9.32,9.32,128156248
Sep 7 2022,9.73,10.24,9.55,9.60,9.60,156209950
Sep 6 2022,10.47,10.74,8.95,9.82,9.82,725574701
Sep 5 2022,8.40,9.69,8.31,9.69,9.69,474988809
Sep 2 2022,8.22,8.45,8.03,8.08,8.08,170200575
Sep 1 2022,7.48,8.22,7.44,8.08,8.08,179147855
Aug 30 2022,7.48,7.67,7.44,7.53,7.53,58381713
Aug 29 2022,7.25,7.71,7.07,7.39,7.39,104688056
Aug 26 2022,7.85,7.94,7.44,7.53,7.53,82707898
Aug 25 2022,8.03,8.17,7.71,7.76,7.76,87133712
Aug 24 2022,8.26,8.45,7.94,8.03,8.03,144435647
Aug 23 2022,7.99,8.54,7.90,8.22,8.22,248551972
Aug 22 2022,7.12,7.99,6.98,7.90,7.90,258309526
Aug 19 2022,7.07,7.16,6.98,7.07,7.07,57307951
Aug 18 2022,6.98,7.12,6.84,7.07,7.07,48550637
Aug 17 2022,7.12,7.16,6.93,6.98,6.98,44718315
Aug 16 2022,7.02,7.07,6.93,7.07,7.07,61175661
Aug 12 2022,7.16,7.21,6.84,6.93,6.93,76959789
Aug 11 2022,7.07,7.25,6.98,7.07,7.07,77544546
Aug 10 2022,7.21,7.30,6.75,6.79,6.79,90622412
Aug 8 2022,6.93,7.12,6.89,7.07,7.07,69641948
Aug 5 2022,6.66,7.02,6.61,6.84,6.84,115823650
Aug 4 2022,6.52,6.75,6.38,6.52,6.52,67897639
Aug 3 2022,6.61,6.70,6.43,6.52,6.52,42038506
Aug 2 2022,6.34,6.75,6.20,6.66,6.66,95675560
Aug 1 2022,6.20,6.43,6.01,6.34,6.34,99634263
Jul 29 2022,5.65,6.15,5.60,6.06,6.06,71868552
Jul 28 2022,5.74,5.83,5.42,5.60,5.60,57614649
Jul 27 2022,5.74,5.83,5.69,5.69,5.69,44310527
Jul 26 2022,5.92,5.92,5.74,5.74,5.74,40634333
Jul 25 2022,6.11,6.15,5.88,5.88,5.88,43724745
Jul 22 2022,6.15,6.20,6.06,6.11,6.11,36914884
Jul 21 2022,6.11,6.24,6.01,6.11,6.11,43227989
Jul 20 2022,6.11,6.29,6.01,6.06,6.06,56812841
Jul 19 2022,5.83,6.15,5.78,6.01,6.01,82168748
Jul 18 2022,5.88,5.92,5.74,5.83,5.83,40962354
Jul 15 2022,5.83,5.97,5.69,5.83,5.83,49928728
Jul 14 2022,5.97,6.01,5.65,5.83,5.83,72045083
Jul 13 2022,6.29,6.34,5.88,5.92,5.92,73731668
Jul 12 2022,6.15,6.34,6.11,6.20,6.20,52055033
Jul 11 2022,6.11,6.24,6.11,6.15,6.15,41340050
Jul 8 2022,6.15,6.29,6.01,6.11,6.11,54532270
Jul 7 2022,6.15,6.20,6.01,6.06,6.06,37764403
Jul 6 2022,6.15,6.20,6.01,6.06,6.06,46884344
Jul 5 2022,6.15,6.34,6.06,6.11,6.11,50660397
Jul 4 2022,6.24,6.34,6.06,6.11,6.11,33633859
Jul 1 2022,6.20,6.38,6.15,6.20,6.20,39373009
Jun 30 2022,6.43,6.52,6.24,6.29,6.29,37691160
Jun 29 2022,6.38,6.57,6.34,6.38,6.38,30345339
Jun 28 2022,6.57,6.70,6.43,6.47,6.47,40481723
Jun 27 2022,6.79,6.79,6.57,6.57,6.57,36532515
Jun 24 2022,6.75,6.79,6.52,6.61,6.61,46409469
Jun 23 2022,6.61,6.79,6.52,6.61,6.61,40258884
Jun 22 2022,6.79,6.79,6.47,6.57,6.57,56647243
Jun 21 2022,6.66,6.98,6.61,6.84,6.84,50213509
Jun 20 2022,7.16,7.25,6.43,6.52,6.52,65620328
Jun 17 2022,7.02,7.35,6.93,7.07,7.07,50798637
Jun 16 2022,7.67,7.67,7.07,7.12,7.12,46198820
Jun 15 2022,7.71,7.76,7.39,7.44,7.44,37014534
Jun 14 2022,7.44,7.80,7.39,7.62,7.62,23850553
Jun 13 2022,7.67,7.67,7.35,7.48,7.48,32245100
Jun 10 2022,7.94,8.13,7.67,7.90,7.90,49864199
Jun 9 2022,7.44,8.22,7.44,8.17,8.17,81416975
Jun 8 2022,7.39,7.67,7.30,7.48,7.48,52179602
Jun 7 2022,7.30,7.62,7.30,7.44,7.44,53824542
Jun 6 2022,8.26,8.40,7.53,7.58,7.58,117612609
Jun 3 2022,9.09,9.14,8.26,8.36,8.36,64909514
Jun 2 2022,8.59,9.41,8.54,9.00,9.00,145174477
Jun 1 2022,8.17,8.63,8.03,8.63,8.63,86673026
May 31 2022,7.39,7.99,6.79,7.85,7.85,149684317
May 30 2022,7.16,7.76,7.12,7.30,7.30,62629275
May 27 2022,7.21,7.30,6.93,7.07,7.07,50417647
May 26 2022,7.39,7.53,7.21,7.21,7.21,98937792
May 25 2022,8.40,8.45,7.94,7.99,7.99,39090739
May 24 2022,8.31,8.54,8.22,8.31,8.31,24582631
May 23 2022,8.49,8.54,8.26,8.31,8.31,22144567
May 20 2022,8.40,8.49,8.26,8.40,8.40,22691301
May 19 2022,8.31,8.40,8.13,8.17,8.17,29699715
May 18 2022,8.81,8.86,8.49,8.59,8.59,39928263
May 17 2022,8.31,8.91,8.26,8.72,8.72,59054733
May 16 2022,8.26,8.36,8.08,8.22,8.22,25010491
May 13 2022,8.03,8.45,7.99,8.08,8.08,39423244
May 12 2022,8.36,8.36,7.85,7.90,7.90,38404832
May 11 2022,8.81,8.91,8.31,8.45,8.45,39505746
May 10 2022,8.81,9.09,8.72,8.72,8.72,29450568
May 9 2022,9.04,9.14,8.77,8.91,8.91,26148614
May 6 2022,8.81,9.14,8.59,8.95,8.95,33139769
May 5 2022,9.04,9.18,8.86,8.95,8.95,21717500
May 4 2022,9.27,9.50,8.81,9.00,9.00,42537011
May 2 2022,8.95,9.32,8.91,9.18,9.18,20799448
Apr 29 2022,9.27,9.64,9.14,9.18,9.18,49137493
Apr 28 2022,9.60,9.60,9.04,9.23,9.23,35656817
Apr 27 2022,9.69,9.78,9.23,9.46,9.46,43741270
Apr 26 2022,9.96,10.01,9.73,9.82,9.82,28614498
Apr 25 2022,10.01,10.15,9.69,9.78,9.78,52529473
Apr 22 2022,10.10,10.51,10.05,10.10,10.10,77790594
Apr 21 2022,10.10,10.33,10.01,10.19,10.19,45235675
Apr 20 2022,9.73,10.19,9.69,9.87,9.87,28715807
Apr 19 2022,10.24,10.70,9.55,9.78,9.78,69019057
Apr 18 2022,10.19,10.56,9.92,10.10,10.10,55239341
Apr 13 2022,10.65,10.74,10.19,10.28,10.28,41222835
Apr 12 2022,10.10,10.65,9.78,10.42,10.42,97085566
Apr 11 2022,11.06,11.20,10.05,10.19,10.19,99573766
Apr 8 2022,11.29,11.34,10.79,10.97,10.97,90252489
Apr 7 2022,10.38,10.93,9.96,10.79,10.79,248907585
Apr 6 2022,9.96,9.96,9.96,9.96,9.96,6026940
Apr 5 2022,9.50,9.50,9.50,9.50,9.50,7341853
Apr 4 2022,8.91,9.09,8.86,9.09,9.09,31758971
Apr 1 2022,8.45,8.81,8.40,8.68,8.68,24948590
Mar 31 2022,8.63,8.68,8.36,8.40,8.40,21918093
Mar 30 2022,8.59,8.86,8.54,8.59,8.59,34509238
Mar 29 2022,8.36,8.77,8.22,8.49,8.49,62030889
Mar 28 2022,8.59,8.63,8.31,8.36,8.36,24602601
Mar 25 2022,8.59,8.91,8.54,8.59,8.59,29769190
Mar 24 2022,8.63,8.77,8.49,8.54,8.54,30744338
Mar 23 2022,8.81,8.86,8.63,8.68,8.68,14010024
Mar 22 2022,8.86,8.91,8.68,8.72,8.72,16878531
Mar 21 2022,9.04,9.04,8.72,8.81,8.81,24043806
Mar 17 2022,9.27,9.32,8.77,8.95,8.95,45310735
Mar 16 2022,9.27,9.32,9.09,9.18,9.18,21444706
Mar 15 2022,9.04,9.37,8.86,9.00,9.00,44760228
Mar 14 2022,9.18,9.23,8.95,8.95,8.95,19289369
Mar 11 2022,9.27,9.46,9.09,9.14,9.14,26920364
Mar 10 2022,9.27,9.37,9.09,9.23,9.23,23126624
Mar 9 2022,9.00,9.27,8.95,9.14,9.14,42459616
Mar 8 2022,8.77,9.14,8.63,8.91,8.91,44602536
Mar 7 2022,9.00,9.04,8.86,8.86,8.86,49875138
Mar 4 2022,9.14,9.50,9.04,9.32,9.32,61600842
Mar 3 2022,9.18,9.32,8.95,9.09,9.09,62947717
Mar 2 2022,8.54,9.04,8.40,8.95,8.95,63563238
Feb 28 2022,8.45,8.68,7.94,8.63,8.63,78301723
Feb 25 2022,8.13,8.54,8.13,8.26,8.26,59690001
Feb 24 2022,8.31,8.36,8.31,8.31,8.31,26215305
Feb 23 2022,8.36,8.86,8.36,8.72,8.72,70749228
Feb 22 2022,8.45,8.54,8.45,8.45,8.45,58402373
Feb 21 2022,8.95,9.14,8.86,8.86,8.86,105586087
Feb 18 2022,10.01,10.01,9.32,9.32,9.32,52984568
Feb 17 2022,9.60,9.78,9.55,9.78,9.78,43878698
Feb 16 2022,9.00,9.32,9.00,9.32,9.32,64171205
Feb 15 2022,8.81,9.00,8.63,8.91,8.91,132689141
Feb 14 2022,9.09,9.23,9.04,9.04,9.04,71226376
Feb 11 2022,9.60,9.82,9.46,9.50,9.50,39577212
Feb 10 2022,9.78,10.10,9.46,9.69,9.69,88127485
Feb 9 2022,9.73,9.96,9.32,9.73,9.73,84351614
Feb 8 2022,10.19,10.24,9.69,9.69,9.69,131369050
Feb 7 2022,10.70,10.83,10.15,10.19,10.19,90308091
Feb 4 2022,10.88,10.97,10.61,10.65,10.65,39381064
Feb 3 2022,10.79,11.16,10.56,10.83,10.83,57559872
Feb 2 2022,11.48,11.48,10.83,10.93,10.93,73232788
Feb 1 2022,11.48,11.48,10.61,11.29,11.29,251679689
Jan 31 2022,10.97,10.97,10.97,10.97,10.97,17497600
Jan 28 2022,10.97,11.06,10.42,10.47,10.47,93823259
Jan 27 2022,9.96,10.61,9.82,10.61,10.61,100137790
Jan 25 2022,9.78,10.24,9.69,10.10,10.10,159617016
Jan 24 2022,10.79,11.11,10.19,10.19,10.19,83699335
Jan 21 2022,11.29,11.57,10.61,10.70,10.70,136301845
Jan 20 2022,10.51,11.16,10.47,11.16,11.16,119197879
Jan 19 2022,10.88,10.97,10.65,10.65,10.65,121663524
Jan 18 2022,11.75,12.03,11.20,11.20,11.20,185528899
Jan 17 2022,11.43,11.75,11.39,11.75,11.75,53628859
Jan 14 2022,10.56,11.20,10.33,11.20,11.20,150334604
Jan 13 2022,11.25,11.25,10.70,10.70,10.70,266515426
Jan 12 2022,11.02,11.25,10.42,11.25,11.25,391626949
Jan 11 2022,10.74,10.74,9.92,10.74,10.74,277445048
Jan 10 2022,10.24,10.24,10.24,10.24,10.24,9609523
Jan 7 2022,9.78,9.78,9.60,9.78,9.78,121793168
Jan 6 2022,8.63,9.32,8.54,9.32,9.32,130312980
Jan 5 2022,9.09,9.14,8.91,8.91,8.91,54050718
Jan 4 2022,10.01,10.28,9.37,9.37,9.37,311094536
Jan 3 2022,9.82,9.82,9.64,9.82,9.82,41196415
Dec 31 2021,9.23,9.37,9.09,9.37,9.37,49348999
Dec 30 2021,8.86,8.95,8.77,8.95,8.95,71452553
Dec 29 2021,8.54,8.54,8.08,8.54,8.54,258718538
Dec 28 2021,8.17,8.17,8.17,8.17,8.17,5379693
Dec 27 2021,7.71,7.80,7.62,7.80,7.80,30261163
Dec 24 2021,7.21,7.44,6.84,7.44,7.44,83524748
Dec 23 2021,7.48,7.48,7.07,7.12,7.12,155534785
Dec 22 2021,7.16,7.16,7.16,7.16,7.16,8453530
Dec 21 2021,6.70,6.84,6.70,6.84,6.84,40594997
Dec 20 2021,6.24,6.52,6.06,6.52,6.52,54635386
Dec 17 2021,6.52,6.52,6.15,6.24,6.24,51963964
Dec 16 2021,6.70,6.75,6.38,6.47,6.47,93592977
Dec 15 2021,6.66,6.84,6.61,6.70,6.70,39333011
Dec 14 2021,6.84,6.93,6.61,6.70,6.70,55297886
Dec 13 2021,7.25,7.35,6.89,6.89,6.89,83981488
Dec 10 2021,7.07,7.21,7.02,7.21,7.21,129679444
Dec 9 2021,6.61,6.89,6.52,6.89,6.89,111953674
Dec 8 2021,6.47,6.75,6.47,6.57,6.57,54215976
Dec 7 2021,6.47,6.57,6.43,6.43,6.43,30752823
Dec 6 2021,6.43,6.61,6.38,6.43,6.43,46211263
Dec 3 2021,6.47,6.52,6.38,6.43,6.43,18691564
Dec 2 2021,6.79,6.79,6.43,6.47,6.47,60070531
Dec 1 2021,6.43,6.57,6.34,6.57,6.57,46093547
Nov 30 2021,6.11,6.34,6.06,6.29,6.29,119850221
Nov 29 2021,6.29,6.34,6.01,6.06,6.06,26310252
Nov 26 2021,6.47,6.47,6.24,6.29,6.29,29987394
Nov 25 2021,6.43,6.52,6.38,6.47,6.47,22382639
Nov 24 2021,6.38,6.52,6.29,6.38,6.38,30740486
Nov 23 2021,6.29,6.38,6.20,6.34,6.34,20164854
Nov 22 2021,6.43,6.47,6.24,6.29,6.29,26141156
Nov 18 2021,6.43,6.57,6.24,6.34,6.34,28035931
Nov 17 2021,6.38,6.47,6.38,6.38,6.38,22433923
Nov 16 2021,6.43,6.66,6.34,6.43,6.43,65609846
Nov 15 2021,6.61,6.61,6.34,6.38,6.38,23019382
Nov 12 2021,6.52,6.70,6.47,6.52,6.52,31403531
Nov 11 2021,6.47,6.52,6.43,6.52,6.52,15289038
Nov 10 2021,6.52,6.52,6.38,6.43,6.43,19669185
Nov 9 2021,6.66,6.66,6.47,6.52,6.52,17805129
Nov 8 2021,6.57,6.79,6.52,6.61,6.61,29186638
Nov 4 2021,6.47,6.57,6.43,6.52,6.52,8519925
Nov 3 2021,6.47,6.57,6.38,6.38,6.38,12999378
Nov 2 2021,6.43,6.57,6.34,6.43,6.43,20200347
Nov 1 2021,6.34,6.47,6.29,6.47,6.47,16995985
Oct 29 2021,6.24,6.29,6.01,6.20,6.20,18822393
Oct 28 2021,6.43,6.43,6.15,6.20,6.20,24709500
Oct 27 2021,6.52,6.52,6.38,6.38,6.38,11519622
Oct 26 2021,6.38,6.57,6.34,6.47,6.47,18074253
Oct 25 2021,6.52,6.57,6.15,6.34,6.34,22141652
Oct 22 2021,6.61,6.66,6.43,6.47,6.47,18048809
Oct 21 2021,6.52,6.66,6.43,6.52,6.52,22421373
Oct 20 2021,6.57,6.61,6.29,6.43,6.43,28752262
Oct 19 2021,6.98,6.98,6.52,6.57,6.57,43689582
Oct 18 2021,6.57,6.79,6.52,6.79,6.79,72025554
Oct 14 2021,6.57,6.66,6.43,6.47,6.47,47691101
Oct 13 2021,6.79,6.89,6.43,6.52,6.52,52144878
Oct 12 2021,7.25,7.30,6.70,6.75,6.75,117932308
Oct 11 2021,6.84,7.02,6.84,7.02,7.02,94647301
Oct 8 2021,6.61,6.75,6.57,6.70,6.70,45120400
Oct 7 2021,6.34,6.57,6.29,6.52,6.52,61190375
Oct 6 2021,6.84,6.84,6.24,6.29,6.29,170326307
Oct 5 2021,6.52,6.52,6.38,6.52,6.52,34489298
Oct 4 2021,6.01,6.24,5.97,6.24,6.24,46183835
Oct 1 2021,5.88,6.11,5.78,5.97,5.97,25044585
Sep 30 2021,6.01,6.15,5.88,5.92,5.92,30088487
Sep 29 2021,5.69,5.97,5.60,5.92,5.92,51139379
Sep 28 2021,5.78,5.83,5.60,5.69,5.69,26870695
Sep 27 2021,5.83,5.88,5.74,5.78,5.78,14656009
Sep 24 2021,5.88,5.92,5.78,5.78,5.78,17168845
Sep 23 2021,5.97,6.01,5.83,5.83,5.83,16661984
Sep 22 2021,5.92,6.01,5.88,5.88,5.88,14851461
Sep 21 2021,5.97,6.06,5.74,5.88,5.88,24699143
Sep 20 2021,5.88,6.20,5.78,5.97,5.97,61052864
Sep 17 2021,6.01,6.11,5.78,5.92,5.92,53231090
Sep 16 2021,6.06,6.11,5.88,5.97,5.97,22599319
Sep 15 2021,6.01,6.20,5.97,6.01,6.01,34450387
Sep 14 2021,5.78,6.01,5.74,5.97,5.97,45673980
Sep 13 2021,5.74,5.92,5.60,5.74,5.74,25326780
Sep 9 2021,5.56,5.88,5.56,5.74,5.74,40506821
Sep 8 2021,5.60,5.69,5.56,5.60,5.60,20166485
Sep 7 2021,5.65,5.65,5.46,5.56,5.56,23805696
Sep 6 2021,5.60,5.74,5.56,5.60,5.60,14543562
Sep 3 2021,5.78,5.78,5.56,5.65,5.65,25627233
Sep 2 2021,5.51,5.83,5.51,5.74,5.74,73599747
Sep 1 2021,5.60,5.69,5.46,5.56,5.56,19130415
Aug 31 2021,5.69,5.74,5.46,5.56,5.56,27335343
Aug 30 2021,5.51,5.78,5.51,5.69,5.69,50848447
Aug 27 2021,5.51,5.60,5.37,5.51,5.51,18838699
Aug 26 2021,5.60,5.65,5.46,5.51,5.51,17221844
Aug 25 2021,5.60,5.74,5.46,5.60,5.60,31701691
Aug 24 2021,5.42,5.65,5.28,5.51,5.51,45216387
Aug 23 2021,5.37,5.56,5.23,5.42,5.42,41314631
Aug 20 2021,5.28,5.56,5.28,5.33,5.33,39830596
Aug 18 2021,5.83,5.88,5.56,5.56,5.56,64352564
Aug 17 2021,5.97,6.01,5.83,5.83,5.83,31193389
Aug 16 2021,6.20,6.24,6.06,6.11,6.11,45779820
Aug 13 2021,6.11,6.11,5.78,5.97,5.97,32698832
Aug 12 2021,5.78,6.01,5.74,6.01,6.01,30394388
Aug 11 2021,5.92,5.97,5.65,5.74,5.74,45478919
Aug 10 2021,6.15,6.20,5.83,5.92,5.92,28290697
Aug 9 2021,6.43,6.43,6.06,6.11,6.11,23145079
Aug 6 2021,6.43,6.43,6.15,6.24,6.24,42847835
Aug 5 2021,6.29,6.47,5.92,6.38,6.38,78699171
Aug 4 2021,6.61,6.61,6.06,6.20,6.20,174611282
Aug 3 2021,6.20,6.34,6.15,6.34,6.34,35112728
Aug 2 2021,5.78,6.06,5.74,6.06,6.06,58972991
Jul 30 2021,5.65,6.01,5.56,5.78,5.78,208602526
Jul 29 2021,5.97,6.01,5.83,5.83,5.83,62083513
Jul 28 2021,6.20,6.24,6.11,6.11,6.11,73537075
Jul 27 2021,6.75,6.79,6.38,6.38,6.38,86459336
Jul 26 2021,6.79,6.98,6.61,6.70,6.70,37078982
Jul 23 2021,6.98,7.02,6.66,6.75,6.75,29521587
Jul 22 2021,6.79,7.02,6.79,6.98,6.98,26479181
Jul 20 2021,7.12,7.16,6.75,6.79,6.79,37887439
Jul 19 2021,7.16,7.30,7.02,7.07,7.07,45517767
Jul 16 2021,7.44,7.48,7.25,7.30,7.30,30459806
Jul 15 2021,7.30,7.58,7.21,7.53,7.53,94861559
Jul 14 2021,7.30,7.53,7.16,7.25,7.25,52084242
Jul 13 2021,7.67,7.71,7.25,7.35,7.35,47297613
Jul 12 2021,7.90,7.94,7.53,7.62,7.62,44048911
Jul 9 2021,7.90,8.03,7.62,7.80,7.80,54774926
Jul 8 2021,7.53,8.03,7.53,7.85,7.85,127485312
Jul 7 2021,7.67,7.80,7.67,7.67,7.67,31904180
Jul 6 2021,8.49,8.68,8.03,8.03,8.03,272409097
Jul 5 2021,8.45,8.45,8.45,8.45,8.45,4281728
Jul 2 2021,8.08,8.08,8.08,8.08,8.08,6412930
Jul 1 2021,7.71,7.71,7.71,7.71,7.71,11764137
Jun 30 2021,7.30,7.35,7.07,7.35,7.35,63326897
Jun 29 2021,7.35,7.35,6.98,7.02,7.02,49157299
Jun 28 2021,7.25,7.44,6.98,7.21,7.21,96735277
Jun 25 2021,6.57,7.16,6.52,7.12,7.12,173463936
Jun 24 2021,7.02,7.07,6.84,6.84,6.84,50622425
Jun 23 2021,7.71,7.80,7.16,7.16,7.16,232494079
Jun 22 2021,7.53,7.53,7.35,7.53,7.53,86580989
Jun 21 2021,6.70,7.21,6.61,7.21,7.21,118634791
Jun 18 2021,6.61,6.89,6.29,6.89,6.89,298026371
Jun 17 2021,6.43,6.79,6.38,6.57,6.57,54410080
Jun 16 2021,6.70,6.79,6.43,6.52,6.52,44435159
Jun 15 2021,6.52,6.79,6.47,6.61,6.61,85581048
Jun 14 2021,6.57,6.61,6.20,6.47,6.47,45543638
Jun 11 2021,6.79,6.89,6.47,6.52,6.52,51783423
Jun 10 2021,6.52,6.79,6.47,6.70,6.70,87615984
Jun 9 2021,6.38,6.61,6.15,6.52,6.52,110562397
Jun 8 2021,6.75,6.75,6.34,6.34,6.34,68516277
Jun 7 2021,6.93,6.93,6.43,6.66,6.66,126681600
Jun 4 2021,6.61,6.98,6.47,6.75,6.75,222573868
Jun 3 2021,6.11,6.47,5.92,6.47,6.47,202487699
Jun 2 2021,5.56,5.92,5.42,5.92,5.92,189405889
Jun 1 2021,5.28,5.56,5.19,5.42,5.42,50231870
May 31 2021,5.23,5.33,5.19,5.23,5.23,22982463
May 28 2021,5.33,5.37,5.19,5.23,5.23,26551384
May 27 2021,5.56,5.65,5.14,5.28,5.28,66088819
May 26 2021,4.96,5.42,4.91,5.42,5.42,60645197
May 25 2021,5.05,5.05,4.96,4.96,4.96,21524109
May 24 2021,5.00,5.05,4.91,5.00,5.00,26658522
May 21 2021,5.10,5.10,4.96,5.00,5.00,19435482
May 20 2021,5.19,5.19,5.05,5.05,5.05,12368618
May 19 2021,5.10,5.23,5.05,5.14,5.14,12429271
May 18 2021,5.14,5.19,5.05,5.10,5.10,19241549
May 17 2021,5.23,5.28,5.05,5.10,5.10,18747593
May 14 2021,5.33,5.42,5.10,5.19,5.19,27888490
May 12 2021,5.78,5.83,5.19,5.23,5.23,94671909
May 11 2021,5.19,5.65,5.05,5.65,5.65,206455108
May 10 2021,4.73,5.14,4.73,5.14,5.14,47643745
May 7 2021,4.64,4.73,4.59,4.68,4.68,10119832
May 6 2021,4.68,4.68,4.55,4.59,4.59,10552099
